,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph),Maximum Temperature (F)
303,hobyo,BR,1629358346,-5.1989,-35.4608,94,90,,6,70.96999999999997
304,mount gambier,PL,1629358347,50.3565,20.0279,100,74,,4.85,65.984
305,djambala,US,1629358347,39.608,-119.2518,18,31,,1.34,63.733999999999995
306,nazas,UG,1629358348,3.2783,32.8867,54,46,,0.76,85.74800000000002
307,kadykchan,AU,1629358348,-29.4667,149.85,100,45,,2.57,68.28800000000004
308,noyabrsk,TR,1629358349,37.755,39.3167,0,16,,1.28,90.48200000000003
309,kamenka,NZ,1629358349,-46.2817,169.8464,100,91,,5.1,46.75999999999998
310,salcininkai,AU,1629358350,-35.35,150.4667,100,74,,0.24,58.36999999999996
311,talbahat,CD,1629358350,-3.4833,23.4333,10,53,,2.17,84.10999999999999
312,morros,,,,,,,,,
313,turukhansk,US,1629358316,37.6138,-122.4869,40,85,,0.45,64.52599999999998
314,griffith,PT,1629358351,37.7333,-25.6667,20,94,,3.6,72.59000000000003
315,lukovetskiy,BO,1629358205,-17.8,-63.1667,0,54,,4.37,72.78800000000004
316,wukari,GB,1629358352,51.75,-2.2,20,71,,2.06,61.57400000000001
317,mecca,RU,1629358353,54.3419,101.5036,15,34,,4.16,72.89600000000004
318,pleasanton,BR,1629358353,-27.1578,-48.5531,8,39,,3.33,66.45199999999997
319,iqaluit,AO,1629358354,-15.1961,12.1522,90,94,,5.14,63.5
320,spassk-ryazanskiy,CN,1629358354,42.8,93.45,0,20,,2.04,85.83800000000005
321,atar,RU,1629358355,53.0452,158.6483,0,56,,3,72.46400000000003
322,leeton,NZ,1629358355,-35.1667,173.1667,9,72,,2.6,51.69199999999999
323,karkaralinsk,BB,1629358356,13.0667,-59.5333,40,88,,3.6,77.35999999999999
324,lompoc,OM,1629358356,22.9333,57.5333,8,36,,3.66,96.20600000000003
325,hovd,IN,1629358357,20.2719,81.4931,84,71,,2.55,84.97400000000002
326,quime,US,1629358357,21.4022,-157.7394,40,73,,4.12,79.05199999999998
327,santa maria,ES,1629358358,43.5167,-8.1528,16,73,,4.03,63.71600000000001
328,menongue,ES,1629358358,41.9108,0.1941,59,57,,1.74,69.49399999999997
329,kavaratti,RU,1629358359,69.3833,178.4167,21,75,,3.34,43.71799999999998
330,arcelia,RU,1629358359,60.05,69.9,79,52,,2.45,71.85199999999998
331,merauke,RU,1629358360,56.8471,105.2542,81,50,,2.77,65.71400000000003
332,seddon,MX,1629358360,15.7432,-96.4661,72,91,,1.28,79.08800000000005
333,paita,,,,,,,,,
334,coahuayana,CN,1629358361,41.7597,86.1469,4,14,,1.15,87.09800000000003
335,vostok,AR,1629358361,-34.6534,-58.6198,100,97,,1.79,57.272000000000034
336,butte,US,1629358361,41.2835,-70.0995,20,79,,2.06,76.35199999999998
337,talnakh,RU,1629358362,51.7102,143.2326,3,66,,2.41,71.816
338,leh,US,1629358210,30.7305,-81.5465,90,77,,0,80.88800000000005
339,bhatkal,,,,,,,,,
340,vestmannaeyjar,JP,1629358363,31.6,131.3667,100,76,,1.84,83.62400000000002
341,attawapiskat,YE,1629358123,12.7794,45.0367,96,74,,6.04,87.20600000000003
342,tarata,ZM,1629358363,-15.7504,26.4384,0,27,,2.06,77.82799999999997
343,bubaque,ID,1629358364,-0.9131,122.8766,68,78,,4.37,79.79000000000002
344,caravelas,IN,1629358364,10.5669,72.642,100,79,,7.88,82.00399999999996
345,margate,NA,1629358365,-17.9333,19.7667,0,9,,1.86,78.38599999999997
346,pangnirtung,VE,1629358365,8,-66,100,87,,3.32,75.14600000000004
347,inhambane,CN,1629358366,40.0936,113.2914,95,65,,2.72,75.63200000000002
348,bongouanou,US,1629358366,38.8876,-76.5119,1,93,,0.89,79.484
349,tura,BR,1629358367,-1.7625,-48.8043,3,94,,1.45,77.21600000000001
350,doha,AU,1629358367,-33.8667,121.9,96,69,,4.97,66.308
351,tabas,NA,1629358368,-26.6481,15.1594,34,61,,6.75,59.935999999999964
352,morehead,RU,1629358368,54.7914,65.9864,81,35,,1.88,84.55999999999997
353,nyaunglebin,VE,1629358369,7.7669,-72.225,100,96,,1.08,64.43599999999998
354,vanimo,IN,1629358369,26.2333,92.5167,100,96,,3.26,76.85600000000002
355,san carlos de bariloche,CA,1629358174,45.4112,-75.6981,75,95,,1.54,71.708
356,saint-francois,CA,1629358370,51.6334,-111.9018,100,70,,4.31,49.78399999999999
357,codrington,BR,1629358370,-30.2578,-50.5097,0,81,,2.78,65.89399999999998
358,hurricane,SN,1629358371,14.9515,-16.8129,100,91,,3.33,75.81199999999995
359,maceio,PW,1629358372,7.0419,134.2556,96,67,,3.53,84.97400000000002
360,san rafael,RU,1629358372,61.9247,63.0231,66,48,,1.21,70.53800000000004
361,savonlinna,LK,1629358373,6.1241,81.1185,20,52,,8.23,93.81199999999995
362,eisiskes,JP,1629358373,37.4,136.9,75,94,,3.6,79.75399999999996
363,tahara,CV,1629358374,15.1333,-23.2167,98,86,,3.76,78.06199999999995
364,khunti,AU,1629358374,-38.3833,142.4833,29,77,,4.19,55.86799999999998
365,tasbuget,PT,1629358375,39.05,-27.9833,98,87,,7.39,73.058
366,morro bay,NO,1629358375,70.3705,31.1107,90,93,,6.17,52.26799999999999
367,dumai,BR,1629358376,-2.9248,-39.9167,19,72,,7.32,76.19000000000003
368,souillac,RU,1629358376,68.75,161.3,10,40,,4,62.366000000000014
369,hambantota,KE,1629358377,1.7471,40.0573,66,41,,8.23,84.65
370,rumonge,BR,1629358377,-15.8631,-38.8828,92,68,,3.85,72.37400000000002
371,veraval,US,1629358200,39.1834,-84.5333,90,92,,2.06,76.316
372,ruteng,MG,1629358378,-18.7667,46.0333,12,31,,1.35,81.48200000000003
373,liverpool,RU,1629358378,60.9058,61.5186,96,51,,0.82,76.04600000000005
374,yulara,MN,1629358379,45.7625,106.2708,33,39,,7.24,65.066
375,la spezia,ZA,1629358379,-30.3023,27.084,4,48,,3.48,47.55199999999998
376,namibe,PE,1629358380,-7.8447,-79.1469,99,89,,2.47,63.62599999999999
377,abu samrah,TM,1629358380,37.8876,58.516,0,15,,3.09,92.96600000000001
378,khonuu,IN,1629358381,18.0333,73.0167,100,77,,3.5,81.62599999999999
379,huarmey,RU,1629358381,55.5991,37.355,75,91,,3,72.96799999999999
380,pangkalanbuun,SO,1629358382,9.4092,45.064,10,33,,10.55,84.63200000000002
381,nizhnyaya omka,PT,1629358382,33.0833,-16.3333,20,88,,4.12,72.80600000000004
382,amapa,IS,1629358383,63.4427,-20.2734,100,88,,3.74,54.01400000000004
383,xiangfan,MY,1629358383,1.55,110.3333,75,70,,3.6,86.48599999999996
384,andros town,TH,1629358383,9.5357,99.9357,20,62,,3.09,89.78000000000004
385,zhezkazgan,GL,1629358384,60.9167,-46.05,100,96,,2.45,46.88599999999997
386,orebro,IN,1629358384,8.1333,77.3,100,66,,7.65,86.35999999999999
387,melville,CA,1629358385,51.2585,-80.6094,1,94,,1.54,66.46999999999997
388,nalut,SE,1629358386,62.487,17.3257,90,83,,4.63,59.95399999999995
389,kabanjahe,US,1629358204,28.5392,-80.672,1,91,,0,83.31799999999998
390,klaksvik,AU,1629358386,-32.25,148.6167,8,39,,3.09,64.79600000000005
391,caborca,AL,1629358387,41.7797,20.0836,0,35,,3.87,70.7
392,haukipudas,,,,,,,,,
393,vao,RU,1629358387,56.1167,38.8833,97,84,,1.41,73.56199999999995
394,lata,US,1629358334,38.421,-121.4238,90,67,,2.06,72.03200000000001
395,constitucion,ID,1629358388,4.1363,96.1285,100,78,,1.52,80.33000000000004
396,aras,US,1629358388,40.5982,-124.1573,90,73,,0.89,60.458000000000006
397,charlestown,PT,1629358389,38.7333,-27.0667,20,88,,3.09,73.02200000000005
398,saint-pierre,QA,1629358390,25.2867,51.5333,0,53,,2.06,99.17599999999999
399,duluth,CN,1629358390,29.7188,120.2423,8,58,,1.08,91.58000000000004
400,fuerte olimpo,RU,1629358390,65.5833,-171,100,93,,4.3,42.15199999999997
401,satitoa,RU,1629358391,59.7775,30.8181,100,59,,6.27,63.446000000000055
402,alekseyevsk,AU,1629358391,-30.3833,153.1,40,75,,5.14,64.99399999999997
403,wajima,US,1629358392,31.8543,-110.9937,0,78,,2.9,79.41199999999995
404,epinal,KM,1629358393,-12.2569,44.5319,87,74,,5.62,78.63800000000005
405,zhigansk,PL,1629358393,52.1427,20.717,0,67,,1.34,68.43200000000002
406,mosetse,RU,1629358393,55.2511,37.5456,77,66,,0.61,71.27599999999998
407,kokopo,CN,1629358394,39.7432,98.5174,0,20,,3.89,83.82200000000003
408,chernyshevskiy,AR,1629358394,-38.5473,-58.7368,100,92,,1.44,53.311999999999955
409,druzhba,SA,1629358395,26.326,43.975,0,8,,1.46,97.51999999999997
410,bilibino,JP,1629358395,35.55,133.2333,75,62,,5.14,86.25199999999998
411,kemijarvi,US,1629358379,36.214,-83.2949,90,71,,0,72.40999999999998
412,benicarlo,US,1629358396,42.4606,-83.1347,68,85,,0.57,72.23000000000005
413,longyearbyen,AU,1629358264,-20.7833,117.1333,0,22,,4.66,85.19000000000003
414,iranshahr,ID,1629358397,-0.7275,119.8922,73,74,,1.22,83.49800000000002
415,phayakkhaphum phisai,DK,1629358397,55.9381,9.1218,18,67,,7.61,61.84399999999997
416,nizhneyansk,ID,1629358397,3.761,98.4513,100,84,,1.18,84.66799999999998
417,poso,CG,1629358398,1.6481,14.5806,98,88,,2.07,73.54399999999998
418,teahupoo,MX,1629358398,32.3333,-117.0333,100,82,,1.95,72.85999999999999
419,dunda,DO,1629358399,18.4154,-70.0332,89,85,,3.07,79.592
420,kolosovka,IQ,1629358146,33.3406,44.4009,0,22,,2.57,100.58000000000004
421,lixourion,RU,1629358400,56.9064,118.2631,100,92,,1.57,57.57799999999996
422,vila franca do campo,ID,1629358400,-2.9701,119.8978,68,81,,1.81,76.208
423,lamu,MX,1629358401,22.8909,-109.9124,59,78,,1.34,82.32799999999997
424,mayumba,IN,1629358401,16.9833,73.3,100,75,,4.55,81.95
425,port blair,BB,1629358402,13.2167,-59.5167,40,88,,3.6,77.88200000000002
426,basco,ID,1629358402,-0.8917,119.8707,88,84,,1.24,83.67799999999997
427,upington,BR,1629358403,-17.3511,-44.9622,0,73,,0.94,62.851999999999975
428,mahebourg,GB,1629358403,51.0333,-4.2167,100,95,,4.91,62.924000000000014
429,aswan,US,1629358403,33.194,-82.5271,93,72,,1.47,78.98000000000005
430,swinoujscie,RU,1629358404,62.5333,155.8,100,83,,3.71,52.39399999999998
431,viedma,RU,1629358404,48.7119,45.1994,25,9,,8.37,95.12599999999999
432,matay,BR,1629358405,-17.7125,-39.2481,100,61,,3.26,72.46400000000003
433,yelnya,,,,,,,,,
434,humboldt,US,1629358406,35.3658,-120.8499,4,88,,0.45,65.55199999999998
435,pahrump,US,1629358406,45.0205,-93.218,1,79,,0.89,75.39800000000002
436,palabuhanratu,PE,1629358406,-3.7481,-73.2472,75,94,,0.51,73.70600000000003
437,macklin,US,1629358407,44.3876,-68.2039,1,92,,1.34,68.93599999999998
438,kananga,RU,1629358407,59.6481,67.41,86,45,,4.67,76.28000000000004
439,sinkat,GL,1629358408,68.3065,-53.4641,100,100,,1.99,41.377999999999965
440,sedelnikovo,BR,1629358408,-8.8978,-35.1478,42,86,,4.78,73.49000000000002
441,yabucoa,MG,1629358409,-16.1667,49.7667,100,94,,2.32,69.674
442,anjozorobe,MV,1629358410,5.1033,73.0708,87,75,,4.55,82.30999999999997
443,jiddah,AU,1629358410,-32.5833,151.7833,96,68,,1.34,64.58000000000004
444,durban,LK,1629358411,6.4788,79.9828,99,76,,3.97,81.51799999999999
445,port hardy,ZM,1629358412,-17.2614,27.4618,0,38,,2.13,75.00199999999998
446,kupang,,,,,,,,,
447,xapuri,RU,1629358412,63.4453,120.3167,51,49,,1.14,68.684
448,halifax,CD,1629358413,1.5,21.05,77,59,,1.69,81.17599999999999
449,lushunkou,AT,1629358414,47.4464,12.3922,0,67,,1.04,64.49000000000002
450,santa vitoria,US,1629358414,41.0002,-115.5012,90,45,,3.58,56.911999999999956
451,nyurba,NC,1629358415,-22.6667,167.4833,90,79,,8.86,68.77400000000002
452,kragujevac,BR,1629358415,-6.9811,-34.8339,21,88,,4.97,70.73599999999996
453,west odessa,CN,1629358416,40.9725,117.9361,100,98,,1.5,65.01199999999996
454,gizo,BR,1629358416,-3.7158,-42.5556,33,99,,0.45,68.84600000000006
455,nome,RE,1629358417,-20.8968,55.5496,20,77,,7.72,77.39600000000004
456,gat,CN,1629358417,33.2288,105.0179,100,81,,2.63,70.62799999999996
457,wanxian,NO,1629358418,59.7798,5.5005,75,72,,6.17,59.377999999999965
458,copiapo,CA,1629358418,60.8156,-115.7999,75,88,,4.63,59.25199999999998
459,victor harbor,EC,1629358419,-1.0333,-79.45,100,94,,0.93,71.58200000000002
460,teguldet,PE,1629358419,-4.5061,-73.5757,99,94,,1.25,72.44600000000005
461,vila,NO,1629358420,66.2333,13.6333,100,95,,1.35,55.85
462,yicheng,GB,1629358420,54.2797,-0.4044,65,87,,1.83,60.8
463,haines junction,CN,1629358420,40.2833,97.2,0,10,,6.21,84.91999999999996
464,bonthe,,,,,,,,,
465,kharopon,CV,1629358421,14.8961,-24.4956,30,84,,0.84,78.08000000000004
466,wenling,RU,1629358422,55.5258,101.0536,27,34,,3.69,73.38200000000002
467,bayir,,,,,,,,,
468,sitka,PL,1629358383,54.0337,22.507,97,80,,6.8,59.900000000000006
469,alta floresta,CA,1629358209,48.9329,-125.5528,8,92,,0.47,62.366000000000014
470,ayolas,MX,1629358423,27.6667,-105.1667,100,74,,2.91,72.62599999999999
471,dunedin,NC,1629358423,-20.2333,164.0167,93,80,,5.18,72.46400000000003
472,labutta,ZM,1629358424,-13.4659,25.0027,0,22,,2.18,80.834
473,katangli,MY,1629358425,4.4148,114.0089,40,89,,3.09,81.01400000000004
474,dhaka,KE,1629358425,2.3284,37.9899,20,47,,8.89,72.608
475,aragarcas,PE,1629358426,-5.0892,-81.1144,67,93,,4.29,63.877999999999965
476,tumannyy,GB,1629358427,57.3641,-2.0731,90,49,,3.6,56.19199999999999
477,micheweni,US,1629358427,61.5814,-149.4394,40,89,,1.54,56.89399999999998
478,bandarbeyla,MM,1629358428,20.4333,96.15,98,72,,2.43,83.42599999999999
479,walvis bay,IN,1629358428,22.1667,83.35,81,66,,2.45,87.54800000000003
480,qandahar,NZ,1629358429,-41.2833,173.2833,7,80,,4.61,46.417999999999985
481,tilichiki,CI,1629358429,4.423,-7.3528,100,78,,2.06,76.334
482,yar-sale,RU,1629358430,56.8306,86.6258,85,53,,5.14,68.99000000000002
483,port hedland,BD,1629358430,22.1965,92.2262,100,99,,1.46,84.18200000000002
484,baherden,,,,,,,,,
485,kingsport,ES,1629358431,39.8916,-5.5406,3,21,,0.58,81.23000000000005
486,novogornyy,BY,1629358432,55.1168,26.8326,98,72,,6.93,61.05199999999998
487,broome,FI,1629358432,61.1833,22.7,41,81,,4.9,60.817999999999984
488,teberda,CN,1629358433,41.1231,80.2644,35,17,,2.04,89.05999999999997
489,shelburne,ES,1629358433,39.8885,4.2658,20,65,,4.63,77.82799999999997
490,sampit,GL,1629358433,60.1432,-45.2371,100,89,,2.85,47.911999999999956
491,richards bay,,,,,,,,,
492,isangel,ES,1629358434,28.5004,-13.8627,0,53,,3.6,75.21799999999999
493,whitefish,MG,1629358434,-18.1667,49.3833,75,88,,4.63,70.06999999999996
494,pemba,CN,1629358435,27.6881,111.4294,81,65,,1.34,90.35600000000002
495,kommunar,,,,,,,,,
496,srandakan,ID,1629358154,-10.1667,123.5833,20,43,,3.09,90.44600000000005
497,igarka,GH,1629358436,5.7947,0.8973,99,81,,2.47,77.48599999999996
498,vaitupu,RU,1629358436,60.4667,166.1,100,94,,1.69,48.14600000000005
499,tabou,RE,1629358437,-21.3667,55.6167,29,70,,4.77,75.83000000000004
500,ringebu,CA,1629358209,52.7834,-108.2847,1,71,,3.6,52.15999999999998
501,umm durman,MU,1629358437,-20.3428,57.7575,40,64,,7.72,75.72200000000004
502,haian,MV,1629358438,4.1748,73.5089,75,70,,5.66,88.01600000000002
503,hammerfest,BR,1629358438,-23.7781,-45.3581,6,85,,2.18,66.97400000000002
504,maneadero,MX,1629358439,21.2833,-89.6667,100,76,,6.82,81.37400000000002
505,uzumlu,IN,1629358439,20.2667,75.1333,100,95,,3.04,71.15
506,kez,ZA,1629358439,-31.4707,19.776,98,71,,1.97,45.535999999999966
507,santa cruz de tenerife,US,1629358440,59.6425,-151.5483,1,85,,1.54,55.07599999999999
508,vyartsilya,RU,1629358440,69.7008,170.3133,99,59,,5.65,48.21799999999999
509,santa isabel do rio negro,ID,1629358317,1.7427,98.7792,100,85,,1.51,78.458
510,kuche,CN,1629358441,20.35,110.1288,81,63,,1.12,92.37200000000004
511,uyemskiy,CN,1629358441,37.15,122.3833,38,67,,5.48,81.08599999999997
512,magway,CU,1629358442,22.8067,-80.0756,50,87,,3.45,78.25999999999999
513,bulawayo,PH,1629358442,10.9995,122.6711,86,71,,2.46,86.50399999999996
514,doba,MX,1629358443,21.2833,-88.9333,96,73,,4.4,79.86199999999997
515,kumta,GB,1629358444,55.6167,-3.5167,100,89,,1.09,55.45399999999995
516,kraslava,,,,,,,,,
517,tabialan,CO,1629358445,11.7139,-72.266,75,77,,6.52,80.97799999999997
518,west bay,PF,1629358445,-22.4333,-151.3333,97,58,,10.15,70.592
519,acapulco,MN,1629358446,49.0333,104.0833,52,50,,1.96,64.21999999999997
520,nagyhegyes,TR,1629358446,37.0833,41.0667,0,29,,2.06,91.058
521,abapo,TW,1629358447,24.1469,120.6839,75,79,,5.66,87.53000000000004
522,flinders,PG,1629358334,-9.4431,147.1797,40,83,,7.72,80.29399999999998
523,berdigestyakh,CF,1629358448,5.0314,25.1361,100,83,,2.22,75.34399999999997
524,bolungarvik,RU,1629358448,60.2776,47.0659,34,47,,4.86,84.39800000000002
525,jiroft,AI,1629358449,18.217,-63.0578,100,71,,8.87,82.52599999999998
526,rabo de peixe,GL,1629358449,69.2167,-51.1,20,81,,0,43.088000000000044
527,hunza,NZ,1629358450,-46.15,168,100,96,,2.79,44.708000000000006
528,batticaloa,CI,1629358450,8.0333,-2.8,100,83,,1.4,72.01400000000004
529,korla,PH,1629358450,7.9986,124.2928,85,88,,1.23,76.90999999999998
530,omboue,IT,1629358451,41.0843,16.0784,0,42,,3.51,77.9
531,urfa,PH,1629358451,12.4497,125.2886,75,71,,1.2,85.56799999999998
532,baghdad,BR,1629358452,-9.8756,-56.0861,0,42,,1.74,66.27200000000005
533,morondava,ID,1629358453,2.1,99.8333,97,83,,1.06,80.56400000000004
534,mehamn,EG,1629358453,24.0934,32.907,0,25,,6.69,90.96799999999999
535,ipswich,CD,1629358453,2.7858,24.73,100,100,,1.2,70.19600000000005
536,mount isa,RU,1629358454,61.3833,152.75,100,65,,5.8,63.661999999999956
537,key west,IN,1629358454,26.2833,94.8333,100,100,,0.51,72.24800000000002
538,cradock,SA,1629358156,21.4267,39.8261,5,44,,2.09,92.69600000000005
539,naze,GQ,1629358455,3.4568,8.5547,98,82,,1.02,77.16199999999995
540,sao filipe,IT,1629358455,43.7806,7.6645,17,70,,0.89,82.75999999999999
541,sao jose da coroa grande,SE,1629358456,62.6323,17.9379,100,87,,6.84,60.27799999999996
542,pismo beach,VE,1629358456,11.0333,-63.8628,19,100,,3.09,77.0
543,wenzhou,CL,1629358215,-36.7167,-73.1167,75,87,,4.12,51.74600000000005
544,balabac,BF,1629358457,10.2992,-3.2508,100,90,,1.8,71.95999999999998
545,killybegs,US,1629358392,47.6936,-114.1632,62,25,,0.97,50.41400000000003
546,navabad,ZA,1629358458,-29.6528,30.3147,90,69,,1.92,58.891999999999996
547,danielskuil,ID,1629358458,-0.8833,131.25,100,78,,4.28,81.608
548,lorengau,VN,1629358458,11.5333,106.9167,36,68,,1.41,87.368
549,harper,RU,1629358459,53.3042,34.0652,0,82,,2,64.79600000000005
550,north myrtle beach,ML,1629358459,18.9048,-3.5265,1,44,,4.31,89.07799999999997
551,jujuy,PG,1629358460,-6.2167,149.55,100,85,,3.5,79.55600000000004
552,pemangkat,CN,1629358460,40.8106,111.6522,40,83,,1,70.358
553,rocha,US,1629358460,42.4165,-122.8345,90,53,,0,69.94399999999997
554,lazaro cardenas,BR,1629358461,-28.2992,-54.2631,0,60,,5.14,70.39399999999998
555,marystown,JP,1629358461,34.6667,138.95,69,80,,4.5,83.03000000000004
556,bela,US,1629358387,44.0625,-103.1463,1,60,,3.13,67.87400000000002
557,santa cruz de la palma,MX,1629358462,16.4667,-98.4167,89,94,,1.52,75.91999999999996
558,winslow,CN,1629358462,39.2342,106.3439,24,21,,6.36,85.40600000000003
559,richmond,RU,1629358463,47.1667,142.5,85,70,,0.91,66.81199999999995
560,urumqi,TR,1629358463,36.9559,36.2,8,53,,3.08,90.392
561,lloydminster,SO,1629358464,9.4942,50.8122,91,41,,11.61,91.04000000000002
562,padang,RU,1629358464,52.2667,79.1667,0,35,,6.01,79.19600000000005
563,sadove,ML,1629358465,13.5728,-8.0339,100,83,,2.65,74.75
564,bahir dar,VE,1629358465,8.6226,-70.2075,100,100,,1.54,75.50600000000003
565,mixtequilla,RU,1629358466,63.3667,47.9167,64,49,,4.58,81.392
566,vieques,SD,1629358467,13.6017,26.6876,94,54,,6.1,85.85600000000002
567,atascadero,AR,1629358467,-43.3002,-65.1023,51,48,,5.96,49.00999999999998
568,saryshagan,JP,1629358467,33.55,130.2,99,77,,1.75,82.32799999999997
569,buala,ET,1629358468,8.5333,34.8,100,93,,1.33,59.288000000000046
570,miles city,CN,1629358468,38.9342,100.4517,1,21,,5.46,84.434
571,isakly,,,,,,,,,
572,alotau,CA,1629358469,46.8168,-72.4991,87,94,,0.85,71.85199999999998
573,neiafu,IN,1629358470,22.3031,74.3546,100,93,,2.59,75.45199999999997
574,hami,,,,,,,,,
575,dali,PG,1629358471,-2.6741,141.3028,53,79,,3.74,82.49000000000002
576,bismarck,KZ,1629358471,46.844,74.9804,40,26,,5,86.88200000000002
577,song phi nong,UA,1629358472,52.0428,33.9453,61,53,,5.09,71.94200000000001
578,matara,US,1629358472,31.4229,-103.4932,1,83,,0,81.69800000000004
579,puerto gaitan,,,,,,,,,
580,krasnoarmeysk,BR,1629358473,-2.4431,-54.7083,0,100,,2.06,75.59600000000006
581,coihaique,RU,1629358473,57.8979,53.7152,9,35,,2.41,83.19200000000001
582,altay,US,1629358474,42.2506,-75.833,90,90,,0.45,74.28200000000001
583,jalu,RU,1629358474,60.4167,134.5333,100,47,,1.39,73.68800000000005
584,bourail,IT,1629358475,46.6166,10.7002,25,66,,0.56,63.96799999999999
585,dubbo,,,,,,,,,
586,kamina,US,1629358475,36.4993,-80.6073,1,77,,0,72.23000000000005
587,surenavan,,,,,,,,,
588,gao,,,,,,,,,
589,itaituba,,,,,,,,,
590,lilongwe,,,,,,,,,
591,saint-paul,,,,,,,,,
592,ranipur,,,,,,,,,
593,domoni,,,,,,,,,
594,thinadhoo,,,,,,,,,
595,hailey,,,,,,,,,
596,nizwa,,,,,,,,,
597,mocambique,,,,,,,,,
598,barentsburg,,,,,,,,,
599,logrono,,,,,,,,,
600,hokitika,,,,,,,,,
601,skagastrond,,,,,,,,,
602,shimoda,,,,,,,,,
603,sechura,,,,,,,,,
604,tombouctou,,,,,,,,,
605,bunia,,,,,,,,,
606,sosua,,,,,,,,,
607,jiwani,,,,,,,,,
608,perth,,,,,,,,,
609,uaua,,,,,,,,,
